ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
60282,2,1,0,0,0,0,0,0,0,0,0,0
60283,0,1,0,0,9,0,0,0,24,0,7,32
60283,1,1,0,0,0,0,0,0,0,13,0,0
60284,1,1,0,0,0,0,0,0,0,0,0,0
60286,1,1,0,9,0,0,10,0,0,0,0,0
60286,2,1,0,0,0,0,0,0,0,0,0,0
60287,1,1,15,13,7,0,12,0,0,24,0,0
60288,1,1,0,0,0,0,0,0,0,0,0,0
60288,2,1,0,0,0,0,0,0,0,0,0,0
60289,1,1,31,31,31,31,31,31,31,31,31,31
60290,1,1,20,35,14,12,6,25,3,17,7,0
60291,1,1,8,8,8,8,8,8,8,8,8,8
60291,2,1,11,11,11,11,11,11,11,11,11,11
60292,1,1,0,0,0,0,0,0,0,12,0,7
60293,0,1,10,22,0,15,0,0,0,0,0,0
60293,1,1,0,6,0,12,0,0,0,15,0,29
60294,1,1,0,0,33,0,0,22,0,0,0,23
60296,1,1,0,0,10,0,0,0,7,0,0,0
60297,0,1,3,3,3,3,3,3,3,3,3,3
60297,1,1,0,12,0,20,0,0,0,0,9,0
60298,1,1,0,0,0,0,0,0,0,0,0,0
60299,1,1,0,0,0,0,0,0,0,0,0,0
60299,2,1,0,0,0,0,0,0,0,11,0,0
60300,0,1,6,6,6,6,6,6,6,6,6,6
60300,1,1,0,0,0,0,0,0,0,0,0,0
60301,0,1,20,0,0,0,31,0,0,0,19,5
60301,1,1,9,0,0,27,0,11,0,0,0,2
60302,1,1,0,0,0,0,0,0,20,0,22,0
60302,2,1,0,0,0,0,0,0,0,0,0,0
60303,0,1,0,0,0,0,0,0,0,0,0,0
60303,1,1,0,0,15,7,14,0,11,12,8,15
60304,1,1,1,1,1,1,1,1,1,1,1,1
60305,1,1,0,0,0,0,0,0,0,0,0,0
60306,1,1,0,0,0,0,0,0,0,0,0,0
60306,2,1,0,0,0,0,0,0,0,0,0,0
60307,1,1,0,0,0,0,0,0,0,0,0,0
60307,2,1,0,0,0,0,0,0,0,0,0,0
60308,1,1,0,0,0,0,0,0,0,0,0,0
60308,2,1,0,0,0,0,0,0,0,0,0,0
60308,3,1,0,0,0,0,0,0,0,30,0,0
60309,1,1,13,5,6,18,28,23,15,13,10,8
60309,2,1,0,0,0,0,0,0,0,0,20,0
60310,1,1,0,0,9,18,0,0,0,0,0,0
60311,1,1,0,0,0,0,0,0,0,0,14,0
60312,1,1,0,0,0,0,12,0,8,0,0,0
60313,1,1,0,0,0,0,0,0,0,0,0,0
60313,2,1,0,0,0,0,0,0,6,0,0,0
60314,1,1,0,0,0,0,0,0,0,0,0,0
60315,1,1,19,19,19,19,19,19,19,19,19,19
60316,1,1,0,0,0,0,0,0,0,0,0,0
60317,1,1,0,19,0,0,0,0,0,0,0,0
60317,2,1,0,0,0,0,0,0,0,0,0,0
60318,1,1,31,0,0,0,24,13,0,18,0,0
60319,1,1,0,0,0,0,0,0,0,0,0,0
60320,1,1,0,0,0,0,0,0,0,0,0,0
60321,0,1,0,0,0,0,0,0,0,0,0,0
60321,1,1,0,0,0,0,0,0,0,0,0,0
60322,1,1,0,0,0,0,0,0,0,0,0,0
60322,2,1,0,0,0,0,0,0,0,0,0,0
60323,0,1,0,0,0,0,0,0,0,0,0,0
60323,1,1,26,26,26,26,26,26,26,26,26,26
60324,1,1,0,0,0,0,0,0,0,0,0,0
60325,1,1,0,0,0,17,22,0,0,8,0,8
60326,1,1,28,28,28,28,28,28,28,28,28,28
60327,0,1,0,0,0,23,14,0,0,8,0,0
60327,1,1,0,0,0,0,0,0,0,0,0,0
60328,0,1,0,0,0,0,0,0,0,0,0,0
60328,1,1,0,0,0,0,0,0,0,0,0,0
60329,1,1,0,0,19,0,0,0,0,0,0,19
60330,1,1,18,19,11,23,18,12,17,19,4,15
60332,1,1,20,0,0,0,0,32,0,0,9,20
60333,1,1,0,31,0,5,25,10,0,0,0,12
60333,2,1,0,9,9,0,0,10,0,14,30,0
60334,1,1,9,0,6,0,9,12,10,7,4,0
60335,1,1,0,0,0,0,0,0,0,0,0,0
60336,1,1,0,0,0,0,0,0,0,0,0,0
60336,2,1,1,1,1,1,1,1,1,1,1,1
60337,1,1,0,0,0,0,0,0,0,0,0,0
60338,0,1,35,28,47,0,0,15,0,0,27,0
60338,1,1,0,0,0,0,0,0,0,0,0,0
60339,1,1,15,15,15,15,15,15,15,15,15,15
60339,2,1,0,0,0,0,0,0,0,0,0,0
60340,1,1,0,0,0,0,0,0,0,0,0,0
60341,0,1,0,0,0,0,0,0,0,33,0,0
60341,1,1,0,0,0,0,18,6,8,0,0,21
60342,1,1,10,10,10,10,10,10,10,10,10,10
60343,1,1,0,0,0,0,0,0,0,0,0,0
60344,1,1,0,0,9,4,0,0,0,14,0,0
60345,1,1,9,9,9,9,9,9,9,9,9,9
60346,1,1,0,0,0,0,0,0,0,0,0,0
60346,2,1,0,0,0,0,0,0,0,0,0,0
60347,0,1,5,5,5,5,5,5,5,5,5,5
60347,1,1,3,31,11,0,12,4,0,6,17,9
60348,1,1,0,0,0,0,0,0,0,0,0,0
60348,2,1,0,0,0,0,0,0,0,0,0,0
60349,1,1,0,0,0,0,0,0,0,0,0,0
60349,2,1,0,0,0,0,0,0,0,0,0,0
60350,1,1,0,0,8,0,0,0,0,0,0,0
60351,0,1,0,0,0,0,0,0,0,0,0,0
60351,1,1,0,0,0,0,0,0,0,0,0,0
60352,1,1,7,4,11,9,7,18,17,5,21,6
60352,2,1,0,0,0,0,0,0,0,0,0,0
60352,3,1,0,0,0,0,0,0,0,0,0,0
60353,1,1,0,0,5,0,0,35,0,0,0,0
60354,0,1,0,0,0,0,0,0,0,0,0,0
60354,1,1,0,0,0,0,0,0,0,0,0,0
60355,1,1,0,0,0,0,0,0,0,0,0,0
60355,2,1,0,0,0,0,0,0,0,0,0,0
60356,0,1,20,0,0,20,0,12,0,0,36,10
60356,1,1,15,7,22,28,18,18,18,9,10,6
60357,1,1,0,0,0,0,0,0,0,0,0,0
60357,2,1,0,8,0,31,15,0,18,0,0,0
60358,1,1,0,0,0,0,0,0,0,0,0,0
60358,2,1,0,0,0,0,0,0,0,0,0,0
60359,1,1,12,12,12,12,12,12,12,12,12,12
60360,1,1,23,23,23,23,23,23,23,23,23,23
60360,2,1,0,0,0,0,0,0,0,0,0,0
60360,3,1,0,0,0,0,0,0,0,0,0,0
60361,1,1,0,26,31,0,17,0,0,0,0,0
60361,2,1,0,0,0,0,0,0,0,0,0,0
60362,1,1,0,0,0,0,0,0,0,0,0,0
60362,2,1,0,10,0,0,0,0,0,14,0,0
60362,3,1,0,19,0,0,0,0,0,0,0,0
60363,1,1,0,0,0,0,0,0,0,0,0,0
60365,0,1,7,7,7,7,7,7,7,7,7,7
60365,1,1,0,0,0,0,0,0,0,0,0,0
60366,1,1,0,0,0,0,0,0,0,0,0,0
60367,1,1,20,20,20,20,20,20,20,20,20,20
60368,1,1,0,0,0,0,0,0,0,0,0,0
60368,2,1,0,0,0,0,0,0,0,0,0,0
60369,1,1,0,0,0,0,0,0,0,0,0,0
60370,1,1,0,0,0,0,0,0,0,0,0,0
60370,2,1,0,24,0,0,0,17,0,0,0,0
60370,3,1,0,0,0,0,0,0,0,0,0,0
60370,4,1,0,0,0,0,0,0,0,0,0,0
60370,5,1,0,0,0,5,0,0,11,0,0,0
60371,1,1,0,0,0,0,0,0,0,0,0,0
60372,1,1,2,2,2,2,2,2,2,2,2,2
60373,1,1,0,0,0,0,0,0,0,0,0,0
60374,1,1,0,0,6,0,0,0,0,0,0,0
60374,2,1,0,0,0,0,0,0,0,0,0,0
60375,1,1,0,0,0,0,0,0,0,0,0,0
60376,1,1,23,23,23,23,23,23,23,23,23,23
60377,1,1,0,0,0,0,0,0,0,0,0,0
60377,2,1,0,0,0,0,0,0,0,0,0,0
60378,1,1,0,0,0,0,0,0,0,0,0,6
60378,2,1,0,0,0,0,0,0,0,0,0,0
60379,1,1,0,0,0,0,0,0,0,0,20,10
60380,1,1,0,0,0,0,0,0,0,0,0,0
60380,2,1,0,0,0,0,0,0,0,0,0,0
60380,3,1,0,0,0,0,0,0,0,0,0,0
60380,4,1,0,0,0,0,0,0,0,0,0,0
60380,5,1,0,0,0,0,0,0,0,2,0,0
60381,1,1,0,0,0,0,0,0,0,0,0,0
60381,2,1,0,25,0,0,0,0,0,0,0,0
60382,1,1,0,0,0,0,5,0,0,0,19,0
60382,2,1,0,0,0,0,0,0,0,0,0,0
60382,3,1,0,0,0,0,0,0,0,0,0,0
60383,0,1,0,0,20,37,0,23,7,0,15,0
60383,1,1,0,0,0,0,0,0,0,0,0,0
60384,1,1,0,0,0,0,0,0,0,0,0,0
60385,1,1,0,0,0,0,0,0,0,0,0,0
60385,2,1,0,0,0,12,0,0,0,0,0,0
60386,0,1,0,0,0,0,0,0,0,0,0,0
60386,1,1,0,0,0,0,0,0,0,0,0,0
60387,1,1,20,3,17,19,15,13,32,10,31,16
60387,2,1,0,0,0,0,0,0,20,0,0,0
60388,1,1,0,16,0,0,0,27,0,0,0,13
60389,1,1,24,24,24,24,24,24,24,24,24,24
60390,1,1,0,0,0,0,0,0,0,0,0,0
60390,2,1,34,34,34,34,34,34,34,34,34,34
60391,0,1,0,0,11,0,12,15,25,21,26,20
60391,1,1,17,13,0,0,9,17,0,0,17,17
60392,1,1,0,0,0,0,0,0,0,0,0,0
60392,2,1,0,0,0,0,0,0,0,0,0,0
60392,3,1,0,0,0,0,0,0,0,0,0,0
60392,4,1,0,13,0,0,0,0,0,0,0,0
60393,1,1,0,0,0,0,0,0,0,0,0,0
60394,1,1,19,14,25,17,11,6,9,28,13,22
60394,2,1,0,0,0,0,0,0,0,0,0,0
60395,1,1,0,0,0,0,0,0,0,0,0,0
60396,1,1,0,0,0,0,0,0,0,0,0,0
60396,2,1,0,0,0,0,0,0,0,0,0,0
60397,1,1,15,15,15,15,15,15,15,15,15,15
60397,2,1,0,16,0,12,11,0,0,20,0,23
60398,0,1,0,16,18,0,0,16,0,36,0,0
60398,1,1,0,0,0,0,10,0,0,0,0,0
60399,1,1,0,0,20,0,0,23,0,0,10,0
60400,1,1,20,20,20,20,20,20,20,20,20,20
60401,1,1,0,0,0,0,0,0,0,0,0,0
60401,2,1,0,0,0,0,0,0,0,0,0,0
60402,0,1,12,41,20,20,16,10,19,26,8,18
60402,1,1,0,0,0,10,0,0,0,0,0,0
60403,1,1,17,17,17,17,17,17,17,17,17,17
60403,2,1,0,0,0,0,0,0,0,0,0,0
60404,1,1,0,0,0,18,0,0,0,0,18,0
60404,2,1,0,0,0,0,0,0,0,0,0,11
60405,1,1,0,0,0,0,0,0,0,0,0,0
60406,1,1,16,16,16,16,16,16,16,16,16,16
60407,1,1,0,0,0,0,0,0,0,0,0,0
60407,2,1,0,0,0,0,0,0,0,0,0,0
60408,1,1,17,17,17,17,17,17,17,17,17,17
60408,2,1,0,0,0,0,0,0,0,0,0,0
60408,3,1,0,0,0,0,0,0,0,0,9,0
60409,1,1,17,17,17,17,17,17,17,17,17,17
60410,1,1,17,17,17,17,17,17,17,17,17,17
60410,2,1,0,0,0,0,0,0,0,0,0,0
60410,3,1,0,19,0,0,0,0,0,0,0,0
60411,1,1,20,20,20,20,20,20,20,20,20,20
60412,0,1,7,0,0,0,0,0,0,0,0,0
60412,1,1,0,0,0,0,0,0,0,0,0,0
60413,1,1,0,19,0,20,0,0,0,7,15,40
60414,1,1,0,0,0,0,0,0,0,0,0,0
60414,2,1,0,0,0,0,0,0,0,0,0,0
60415,1,1,0,0,0,0,0,18,17,0,15,0
60415,2,1,0,0,0,0,0,0,0,0,0,0
60415,3,1,0,0,0,0,0,0,0,0,0,0
60416,1,1,11,11,11,11,11,11,11,11,11,11
60417,1,1,0,0,0,0,0,0,0,0,0,0
60417,2,1,0,0,0,0,0,0,0,0,0,0
60418,1,1,0,0,0,0,0,0,0,0,0,0
60418,2,1,21,5,0,0,0,0,0,0,10,0
60419,1,1,0,0,0,0,0,0,0,0,0,0
60419,2,1,0,0,0,0,0,0,19,0,0,0
60420,1,1,11,0,0,0,0,11,24,20,6,0
60421,1,1,0,0,0,0,0,0,22,0,10,0
60421,2,1,0,0,0,0,0,0,0,0,0,0
60422,1,1,0,0,0,0,0,0,0,0,0,0
60423,1,1,0,0,0,0,0,0,0,0,0,0
60423,2,1,0,0,0,0,0,0,0,0,0,0
60424,0,1,0,0,0,0,22,5,0,0,0,0
60424,0,2,15,0,0,0,4,0,0,0,0,0
60424,1,1,0,0,0,0,0,0,25,0,0,0
60425,1,1,0,0,0,0,0,0,0,0,0,0
60425,2,1,0,0,0,0,0,0,0,0,0,0
60426,1,1,0,0,0,0,0,19,0,0,0,0
60428,1,1,16,16,16,16,16,16,16,16,16,16
60428,2,1,0,0,0,0,0,0,0,0,8,0
60429,1,1,0,0,0,0,0,0,0,0,0,0
60430,1,1,17,19,0,8,9,10,6,17,8,13
60431,1,1,0,0,0,0,0,0,0,0,0,0
60432,1,1,20,20,20,20,20,20,20,20,20,20
60433,1,1,0,0,0,0,0,0,0,0,0,0
60433,2,1,0,0,0,0,0,0,0,0,0,0
60434,1,1,0,0,0,0,0,0,0,0,0,0
60434,2,1,0,0,0,2,0,0,0,0,0,0
60435,1,1,0,0,0,0,0,28,0,17,0,25
60436,0,1,0,0,0,0,0,0,0,0,0,0
60436,1,1,24,0,0,0,0,0,0,0,0,0
60437,0,1,0,0,0,0,0,0,0,0,0,0
60437,1,1,0,0,0,3,0,0,0,0,0,0
60438,1,1,0,0,0,0,0,0,0,0,0,0
60438,2,1,0,0,0,0,0,0,0,0,0,0
60439,0,1,21,21,21,21,21,21,21,21,21,21
60439,1,1,0,0,0,0,0,0,0,0,0,0
60440,0,1,3,0,15,9,39,21,0,0,11,21
60440,1,1,0,0,0,0,0,0,0,0,0,0
60441,1,1,0,0,0,0,0,0,0,0,0,0
60441,2,1,0,0,0,0,0,0,0,0,0,0
60442,1,1,9,3,28,10,22,13,19,3,21,18
60443,1,1,13,22,11,17,30,18,24,0,23,20
60444,1,1,13,13,13,13,13,13,13,13,13,13
60444,2,1,6,20,14,31,35,14,3,8,11,12
60444,3,1,0,8,0,0,0,0,6,0,0,0
60445,1,1,0,0,0,0,0,0,0,0,0,0
60446,1,1,22,17,10,26,5,18,13,25,20,15
60447,1,1,14,14,14,14,14,14,14,14,14,14
60448,0,1,0,0,0,0,0,0,17,0,0,0
60448,1,1,15,28,0,0,5,16,0,0,0,12
60449,1,1,7,7,7,7,7,7,7,7,7,7
60449,2,1,0,0,0,0,0,0,0,0,0,0
60450,0,1,35,30,42,39,12,32,16,21,10,15
60450,1,1,0,0,0,0,0,0,0,0,0,0
60450,3,1,0,0,15,0,8,0,0,0,0,0
60450,4,1,0,0,14,0,0,14,0,0,23,0
60451,0,1,0,0,0,0,0,0,0,0,0,0
60451,1,1,8,8,8,8,8,8,8,8,8,8
60452,1,1,0,0,0,0,0,0,0,0,0,0
60452,2,1,0,0,0,0,0,0,0,0,0,0
60454,1,1,15,53,22,13,0,31,6,10,26,29
60455,1,1,0,0,0,0,0,0,0,0,0,0
60455,2,1,0,0,0,0,0,0,0,0,0,0
60456,1,1,0,0,0,0,0,0,0,0,0,0
60457,1,1,0,0,0,0,0,0,0,0,0,0
60457,2,1,0,0,0,0,0,0,0,0,0,0
60457,3,1,0,0,6,0,5,0,0,0,0,0
60457,4,1,0,0,0,0,0,0,0,0,19,0
60457,5,1,0,0,0,0,0,0,0,0,0,0
60457,6,1,0,0,0,0,0,0,0,0,0,0
60457,7,1,0,0,0,0,0,0,0,0,0,0
60457,8,1,0,0,0,0,0,0,0,0,0,0
60457,9,1,0,0,0,0,14,0,0,0,0,0
60458,1,1,33,28,12,6,25,18,20,5,16,4
60459,0,1,0,0,19,17,18,0,0,20,0,0
60459,1,1,0,0,13,0,0,0,10,0,0,0
60460,0,1,0,0,0,0,0,0,0,0,0,31
60460,1,1,0,0,0,0,0,0,0,0,0,0
60461,1,1,26,15,25,16,14,12,5,18,19,24
60462,1,1,30,26,16,20,14,14,0,8,16,10
60462,2,1,0,0,0,0,0,0,0,0,0,0
60463,1,1,0,0,0,0,0,0,0,0,0,0
60463,2,1,0,0,0,0,0,0,0,0,0,0
60464,0,1,0,0,0,0,12,0,0,25,0,0
60464,1,1,0,0,18,0,0,0,0,0,14,0
60465,1,1,15,15,15,15,15,15,15,15,15,15
60466,1,2,0,15,34,0,0,0,0,0,0,0
60467,1,1,0,0,0,0,0,0,0,0,0,0
60468,1,1,0,0,33,21,0,11,0,0,11,0
60469,1,1,0,0,0,0,0,0,0,0,0,0
60469,2,1,0,0,0,0,0,0,0,0,0,0
60470,1,1,0,0,0,0,0,0,0,0,0,0
60471,1,1,0,0,0,0,0,0,0,0,0,0
60471,2,1,5,5,5,5,5,5,5,5,5,5
60471,3,1,0,0,0,0,0,0,0,0,0,0
60472,1,1,0,0,0,0,0,0,0,0,0,0
60473,1,1,9,25,11,8,10,14,24,20,22,7
60473,2,1,0,0,0,0,0,0,17,0,0,0
60474,1,1,0,0,0,17,0,0,39,0,0,23
60475,1,1,37,37,37,37,37,37,37,37,37,37
60476,1,1,16,16,16,16,16,16,16,16,16,16
60477,1,1,29,8,0,16,30,10,0,0,0,0
60478,1,1,3,10,0,0,0,0,16,0,18,0
60479,1,1,5,15,5,27,11,7,30,26,22,30
60479,2,1,0,14,24,0,17,0,0,0,14,12
60479,3,1,0,0,0,0,0,0,0,0,0,0
60480,0,1,0,0,0,0,0,0,0,0,0,48
60480,1,1,0,0,0,0,0,0,0,0,0,0
60481,1,1,15,15,15,15,15,15,15,15,15,15
60481,2,1,0,0,0,0,0,0,0,0,0,0
60482,1,1,0,0,0,0,0,22,0,0,0,0
60482,2,1,0,0,0,0,0,0,0,0,0,0
60483,0,1,0,0,13,0,20,0,21,22,34,0
60483,1,1,0,0,0,0,0,0,0,0,0,0
60484,1,1,0,0,0,0,0,4,0,0,0,0
60485,1,1,0,0,0,0,0,0,0,0,0,0
60485,2,1,0,0,0,0,0,0,0,0,0,0
60486,1,1,0,0,0,21,27,16,31,0,0,28
60487,0,1,0,0,0,0,0,0,0,0,0,0
60487,1,1,0,0,9,0,15,0,0,14,6,6
60488,1,1,7,30,35,11,14,11,4,25,10,3
60488,2,1,0,0,0,0,0,0,0,0,8,0
60489,0,1,0,0,0,33,6,0,35,29,16,35
60489,1,1,0,0,0,9,0,0,0,0,0,0
60490,0,1,0,0,0,0,0,0,0,0,0,48
60490,1,1,0,0,0,0,0,0,0,0,0,0
60491,1,1,0,0,0,0,0,0,0,0,0,10
60491,2,1,0,0,0,0,0,0,0,0,0,0
60492,1,1,0,0,0,0,0,0,0,0,0,0
60492,2,1,0,0,0,0,0,0,0,15,0,0
60493,1,1,0,0,0,0,0,0,0,0,0,0
60494,0,1,12,17,11,8,13,16,37,16,8,9
60494,1,1,0,12,0,19,0,0,0,0,0,0
60495,1,1,7,31,19,24,15,11,21,22,14,19
60496,1,1,0,29,0,0,27,17,0,0,17,0
60496,2,1,0,0,0,0,0,0,0,0,0,0
60497,1,1,12,12,12,12,12,12,12,12,12,12
60497,2,1,0,0,0,0,0,0,0,0,0,0
60497,3,1,0,0,0,0,0,0,0,0,0,0
60498,1,1,0,0,0,0,0,0,0,0,0,0
60499,1,1,0,21,0,0,0,0,0,0,0,0
60499,2,1,0,0,0,0,0,0,0,0,0,0
60500,0,1,0,0,54,0,0,0,0,0,19,37
60500,1,1,29,12,0,0,0,10,0,16,14,8
60501,1,1,0,0,0,0,0,0,0,0,0,0
60502,0,1,31,31,31,31,31,31,31,31,31,31
60502,0,2,38,15,27,32,7,15,12,20,17,28
60502,1,1,0,0,0,0,0,0,0,0,0,0
60504,1,1,0,0,0,0,0,0,0,0,0,0
60504,2,1,0,17,0,0,0,0,0,0,0,0
60505,1,1,13,19,0,6,0,0,0,0,0,0
60506,1,1,0,0,0,0,0,0,0,0,0,0
60506,2,1,0,0,0,0,0,0,0,0,0,31
60507,1,1,0,0,0,0,0,0,0,0,0,0
60507,2,1,0,0,0,0,0,0,0,0,0,0
60508,1,1,14,14,14,14,14,14,14,14,14,14
60509,1,1,25,17,14,19,14,19,15,12,19,19
60510,0,1,0,0,0,0,0,0,0,0,0,0
60510,1,1,0,0,0,0,9,0,0,0,0,0
60511,1,1,18,9,24,8,32,24,12,34,7,15
60511,2,1,0,0,0,0,0,0,0,4,3,0
60513,1,1,0,21,0,0,28,6,18,8,0,0
60513,2,1,0,0,0,0,0,0,0,0,0,0
60514,1,1,12,11,4,21,0,26,20,6,7,18
60515,1,1,0,0,0,0,0,0,26,0,0,15
60515,2,1,0,0,8,0,0,0,0,0,0,0
60516,1,1,0,0,0,0,0,0,0,0,0,0
60516,2,1,21,0,0,0,0,0,0,0,0,0
60517,1,1,12,5,10,12,8,4,13,15,13,15
60518,1,1,0,0,0,0,0,0,0,0,0,0
60519,1,1,6,6,6,6,6,6,6,6,6,6
60520,1,1,0,17,6,0,0,20,12,0,16,8
60521,1,1,17,19,13,34,17,23,16,36,20,12
60522,1,1,15,24,0,0,0,26,0,0,0,5
60522,2,1,0,0,0,0,0,0,0,0,0,0
60523,0,1,16,16,31,22,10,3,0,19,26,15
60523,1,1,25,0,0,0,0,15,0,0,0,0
60524,1,1,0,0,0,0,0,0,0,0,0,0
60524,2,1,0,0,0,0,0,2,0,0,0,0
60525,1,1,0,0,22,0,0,0,16,0,0,0
60525,2,1,0,0,0,0,0,0,0,0,0,0
60525,3,1,0,0,0,0,0,0,0,0,0,0
60526,1,1,0,0,0,0,0,0,0,0,0,0
60527,1,1,0,0,13,8,6,14,0,0,4,0
60527,2,1,7,0,0,0,0,14,18,0,16,0
60528,1,1,0,0,0,0,0,0,0,0,0,0
60528,2,1,0,0,0,0,0,0,0,0,0,0
60529,1,1,0,0,0,0,0,0,0,0,0,0
60530,1,1,0,0,0,0,0,0,0,0,0,0
60531,1,1,24,24,24,24,24,24,24,24,24,24
60532,0,1,0,0,0,3,0,28,25,0,0,0
60532,1,1,7,0,0,0,0,0,0,0,0,0
60533,1,1,0,0,0,19,22,0,26,5,0,9
60534,1,1,0,0,0,0,0,0,8,0,0,0
60535,1,1,21,21,21,21,21,21,21,21,21,21
60535,2,1,0,0,0,0,0,0,0,0,0,0
60536,1,1,0,0,0,0,0,0,0,0,0,0
60537,1,1,0,0,0,29,0,0,0,0,0,0
60538,1,1,20,0,0,0,2,24,0,0,0,0
60539,1,1,18,18,18,18,18,18,18,18,18,18
60540,1,1,9,0,0,29,0,32,0,10,19,26
60541,1,1,0,0,0,0,0,0,0,0,0,0
60542,0,1,24,24,24,24,24,24,24,24,24,24
60542,1,1,0,0,0,0,0,0,0,0,0,0
60543,1,1,0,0,0,0,0,0,0,0,0,0
60543,2,1,0,0,0,0,0,0,0,0,0,0
60544,1,1,16,6,0,12,18,9,0,0,0,20
60545,1,1,19,25,25,15,14,14,5,25,26,10
60546,1,1,21,21,21,21,21,21,21,21,21,21
60546,2,1,0,0,0,0,0,0,0,0,0,0
60547,0,1,0,0,0,0,0,25,22,0,0,0
60547,1,1,0,0,13,6,19,0,9,25,8,0
60548,0,1,22,22,22,22,22,22,22,22,22,22
60548,1,1,0,0,0,0,0,0,0,0,0,0
60549,1,1,22,28,17,23,26,26,20,20,0,18
60551,1,1,20,20,20,20,20,20,20,20,20,20
60551,2,1,0,15,0,0,0,0,0,0,0,0
60552,1,1,33,23,11,3,24,15,0,14,10,12
60553,1,1,0,0,0,0,0,0,0,0,19,0
60554,1,1,15,15,15,15,15,15,15,15,15,15
60554,2,1,0,0,0,0,0,0,0,0,0,0
60555,0,1,19,18,31,15,0,28,0,0,0,0
60555,0,2,0,16,0,0,0,35,22,0,0,35
60555,1,1,0,14,0,0,0,9,0,0,0,0
60556,1,1,18,18,18,18,18,18,18,18,18,18
60556,2,1,0,0,0,0,0,0,0,0,0,0
60557,1,1,21,21,21,21,21,21,21,21,21,21
60558,1,1,0,0,0,0,0,0,0,0,0,0
60558,2,1,0,0,14,0,0,0,42,0,0,0
60559,1,1,23,23,23,23,23,23,23,23,23,23
60559,2,1,0,0,0,0,0,0,0,0,0,0
60560,0,1,0,0,0,0,0,0,0,0,0,0
60560,1,1,0,0,0,0,0,0,0,0,0,0
60561,1,1,0,0,0,0,0,0,0,0,0,0
60561,2,1,0,0,0,0,0,0,4,14,0,0
60562,1,1,0,0,0,0,0,0,0,0,0,0
60562,2,1,0,0,0,0,0,0,0,6,0,0
60563,1,1,0,7,0,0,0,0,0,0,0,0
60564,0,1,0,0,0,0,0,0,0,0,0,0
60564,1,1,0,0,0,0,0,0,0,0,0,0
60565,1,1,0,0,10,0,24,0,0,14,13,0
60566,1,1,8,8,8,8,8,8,8,8,8,8
60566,2,1,0,0,0,0,0,0,0,0,0,0
60567,1,1,25,25,25,25,25,25,25,25,25,25
60567,2,1,0,0,0,0,0,0,0,0,0,0
60568,1,1,24,24,24,24,24,24,24,24,24,24
60568,2,1,0,0,0,16,0,0,0,0,0,0
60569,1,1,0,0,0,0,0,0,0,0,0,0
60570,1,1,13,7,0,7,11,23,17,11,21,5
60570,2,1,0,0,0,0,0,0,0,0,0,0
60570,3,1,0,0,0,0,0,0,0,0,0,0
60571,1,1,13,13,13,13,13,13,13,13,13,13
60571,2,1,0,0,0,0,0,0,0,0,0,0
60572,1,1,0,0,0,0,0,0,0,0,0,0
60573,1,1,24,24,24,24,24,24,24,24,24,24
60574,1,1,2,2,2,2,2,2,2,2,2,2
60574,2,1,11,0,0,0,0,0,0,0,0,0
60575,0,1,0,19,0,19,0,19,0,0,50,0
60575,1,1,3,0,0,17,0,11,0,21,10,0
60576,1,1,0,0,0,0,0,13,0,0,40,0
60576,2,1,0,0,0,0,0,0,0,0,0,0
60577,1,1,0,0,0,0,0,0,0,0,0,0
60577,2,1,0,0,0,0,0,0,0,0,0,0
60578,1,1,0,0,0,0,0,0,0,0,0,0
60579,1,1,0,0,0,0,0,0,0,0,0,0
60579,2,1,0,0,0,0,0,0,0,0,0,0
60580,1,1,0,0,10,0,0,0,0,0,0,0
60581,1,1,3,3,3,3,3,3,3,3,3,3
60582,1,1,0,0,0,0,0,0,0,0,0,0
60582,2,1,0,0,10,0,0,0,0,0,0,0
60583,0,1,38,17,7,30,13,12,25,17,7,37
60583,1,1,0,0,0,0,0,0,0,0,0,0
60584,1,1,28,28,28,28,28,28,28,28,28,28
60585,0,1,0,0,0,0,0,0,0,0,0,0
60585,1,1,0,0,0,0,0,0,0,0,0,0
60586,1,1,0,0,0,0,0,0,0,0,0,0
60586,2,1,0,0,0,0,0,0,0,0,0,0
60587,0,1,24,24,24,24,24,24,24,24,24,24
60587,1,1,0,0,0,0,0,0,0,0,0,0
60588,1,1,0,0,0,0,0,0,0,0,0,0
60589,1,1,15,15,15,15,15,15,15,15,15,15
60590,0,1,8,0,0,0,0,0,0,16,0,0
60590,1,1,20,20,20,20,20,20,20,20,20,20
60591,1,1,68,68,68,68,68,68,68,68,68,68
60592,1,1,0,0,0,0,0,0,0,0,0,0
60592,2,1,0,0,0,0,0,0,0,0,0,0
60593,0,1,0,0,0,0,0,0,0,0,0,0
60593,1,1,20,28,12,5,0,6,15,0,4,27
60594,1,1,19,19,19,19,19,19,19,19,19,19
60595,1,1,28,28,28,28,28,28,28,28,28,28
60596,0,1,0,0,0,0,0,0,0,0,0,0
60596,1,1,0,0,0,0,0,0,0,0,0,0
60597,1,1,0,0,0,0,0,0,0,0,0,0
60597,2,1,0,0,0,0,0,0,0,0,0,0
60598,1,1,12,0,7,11,0,0,0,0,23,0
60599,1,1,0,0,0,0,7,0,0,0,0,0
60599,2,1,0,0,15,0,0,0,0,0,0,0
